store_ID,nb_customers_on_day,open,promotion,sales
703,337,1,1,3472.9337222222225
664,477,1,0,3731.683380952381
1087,774,1,1,9137.95
1072,358,1,0,3404.8866666666663
829,620,1,0,4068.0475
252,0,0,0,0.0
389,0,0,0,0.0
433,205,1,0,1465.0
1003,786,1,1,8299.146166666666
494,1208,1,1,9616.426666666666
982,544,1,0,5884.3399678932155
598,807,1,1,6944.256666666667
454,709,1,1,6560.93
690,1179,1,0,11125.046666666665
597,626,1,1,4185.05
693,0,0,0,0.0
1076,554,1,1,3718.722
475,915,1,0,5739.741559523811
111,627,1,1,7548.86319047619
1024,606,1,0,4118.83
157,1279,1,1,14494.84
57,0,0,0,0.0
206,977,1,1,9426.133333333333
926,596,1,1,8126.763333333332
1086,0,0,0,0.0
1060,893,1,1,8207.153928571432
415,512,1,1,6258.37
753,780,1,1,8876.7125
187,0,0,0,0.0
491,477,1,0,5409.233
192,853,1,0,12040.58
1014,1142,1,0,9394.255
574,560,1,0,6891.561452380953
102,1574,1,1,11931.05
853,973,1,0,8378.486539682537
751,738,1,1,5769.174761904761
633,608,1,1,8269.908571428572
1054,395,1,0,3516.4916666666663
629,476,1,0,4793.752722943723
1063,640,1,1,5573.539000000001
961,683,1,0,6403.759500000001
825,496,1,0,4231.791428571429
161,812,1,0,6720.108666666666
112,727,1,1,5973.5886666666665
4,1471,1,1,12103.1
687,692,1,0,7223.2159999999985
402,559,1,0,5041.7875
29,738,1,0,8637.696666666667
320,1760,1,0,11781.91
1028,378,1,0,3046.4640000000004
589,659,1,1,7100.816999999999
1051,0,0,0,0.0
129,0,0,0,0.0
684,799,1,0,9395.166666666666
777,325,1,1,3841.59
812,843,1,0,6402.785
552,752,1,1,9059.7825
762,344,1,0,3247.849666666666
878,871,1,1,10023.7565
1095,0,0,0,0.0
933,912,1,0,6340.112000000001
393,600,1,1,6351.542190476191
244,555,1,1,5538.369404761906
553,503,1,0,5462.794225108225
193,616,1,0,3875.6141666666663
975,542,1,0,5186.029261904762
207,1147,1,0,8839.05
247,589,1,0,6741.2925476190485
217,633,1,1,4728.02125
661,560,1,1,6932.223297619046
151,671,1,0,6110.09
334,559,1,0,4898.721190476191
444,969,1,0,7570.303333333332
977,455,1,0,3786.2270000000003
705,870,1,0,6212.225333333335
101,689,1,0,5951.945
1017,964,1,0,6262.08
532,0,0,0,0.0
73,550,1,0,4759.256956349205
32,400,1,0,2950.8586666666665
602,835,1,1,9442.86
810,469,1,1,6022.685
949,436,1,0,4128.225833333333
94,560,1,0,5622.718623015873
365,520,1,0,4323.721666666666
20,963,1,1,9417.12
923,732,1,1,6546.088833333334
762,0,0,0,0.0
673,577,1,0,6075.170999999999
436,0,0,0,0.0
278,706,1,0,5810.165
238,799,1,0,5489.42
930,0,0,0,0.0
768,1381,1,1,13764.33576190476
541,850,1,1,6765.66
531,635,1,1,5357.614666666666
550,0,0,0,0.0
468,552,1,0,4360.376666666666
777,265,1,0,2675.5414285714282
157,955,1,1,9637.92
700,298,1,0,2519.3866666666668
1039,1179,1,1,10038.065999999999
303,632,1,0,5926.165
110,538,1,1,4553.4
294,1057,1,1,8904.901166666667
250,635,1,0,7877.016666666666
532,880,1,0,8174.68
673,618,1,1,7346.886047619048
39,455,1,0,3181.0575
481,0,0,0,0.0
425,0,0,0,0.0
194,478,1,1,6354.944166666666
981,614,1,0,5359.525076839825
613,1122,1,1,8288.77
21,0,0,0,0.0
208,459,1,1,3590.7691666666665
230,0,0,0,0.0
553,568,1,0,6432.567500000001
271,804,1,0,6697.939000000001
276,569,1,0,4675.35
335,3017,1,1,17343.44
434,724,1,1,10660.64
415,561,1,0,6415.56
351,0,0,0,0.0
880,803,1,0,6864.357250000002
457,433,1,1,5120.897499999999
847,1015,1,0,7044.71
663,0,0,0,0.0
974,1474,1,1,10610.701666666666
180,883,1,1,8212.656261904758
633,566,1,0,6636.673583333335
923,596,1,1,5159.883333333333
761,879,1,0,7357.296896464649
97,801,1,1,7992.351273809525
578,712,1,0,7165.112666666667
200,0,0,0,0.0
758,774,1,0,5935.77
595,1698,1,0,14009.32
728,498,1,1,6060.492000000001
1057,636,1,0,6360.955
841,539,1,1,3954.425
874,579,1,1,5434.880702380952
318,0,0,0,0.0
704,1169,1,0,11528.956666666667
747,592,1,0,6466.547654761904
779,783,1,1,7898.055
233,1070,1,1,9954.8025
1103,0,0,1,0.0
949,799,1,1,10174.433
101,743,1,1,7821.011500000001
62,774,1,1,7321.555285714285
385,0,0,0,0.0
377,871,1,0,6602.32
643,0,0,0,0.0
35,715,1,0,9059.886
707,558,1,0,5326.445
686,758,1,0,5329.785174603176
493,1000,1,1,11045.135000000002
95,920,1,1,8742.275976190476
534,798,1,0,7702.326333333333
433,232,1,0,1868.98
611,499,1,0,5751.824333333332
140,1072,1,1,9085.95
946,570,1,1,4884.6
893,837,1,0,6055.885
209,569,1,0,5196.7925
1039,855,1,1,6820.84
42,0,0,0,0.0
735,388,1,0,3629.175
367,376,1,0,3368.88
648,586,1,0,6191.931335497834
1033,1504,1,1,17457.240142857143
64,611,1,0,6968.045833333333
277,540,1,0,5962.6
276,455,1,0,3168.4292380952375
628,0,0,0,0.0
611,0,0,0,0.0
78,432,1,1,3814.22
837,567,1,1,4896.522833333333
333,1166,1,0,7904.943333333333
993,759,1,1,8052.95
844,513,1,1,5146.601321428571
545,927,1,0,8164.408333333334
930,951,1,0,5428.3
378,979,1,1,7156.99
257,0,0,0,0.0
939,410,1,0,3546.44
466,911,1,1,10251.0075
1101,893,1,0,8113.459738095238
1093,773,1,0,7119.811000000001
550,0,0,0,0.0
106,755,1,0,7615.696841269841
585,0,0,0,0.0
51,428,1,1,5506.785833333333
481,433,1,1,5059.36
518,496,1,0,5307.1433333333325
1093,754,1,0,6760.358952380953
336,2352,1,1,18673.713333333333
787,1151,1,0,10100.800333333333
768,1107,1,0,9374.678547619047
634,962,1,1,11665.603333333333
699,753,1,0,6149.26
551,0,0,0,0.0
1047,586,1,1,5455.8975
360,598,1,0,5499.299666666667
701,638,1,0,5471.64
972,302,1,0,2394.44
374,965,1,1,8821.213333333333
745,655,1,0,6147.395833333332
878,712,1,0,7839.051333333333
13,406,1,1,6211.4390476190465
840,1146,1,1,8225.88
101,775,1,1,7729.819904761907
1014,1888,1,1,19037.2025
755,910,1,1,10564.460642857144
940,845,1,1,8785.98
54,871,1,0,8792.536666666667
153,595,1,0,5890.588119047619
891,952,1,0,6778.09
385,0,0,1,0.0
495,455,1,1,6672.545571428573
585,930,1,0,5751.772738095238
1055,968,1,0,7052.63
242,289,1,0,2934.7675793650787
966,623,1,0,4305.098999999999
1051,0,0,0,0.0
546,1779,1,1,14631.17
200,1163,1,1,9323.44
650,713,1,1,6960.6
713,1062,1,0,7253.296666666667
492,1313,1,1,10015.392666666667
376,834,1,0,6429.098785714286
555,410,1,0,4298.601333333334
72,513,1,1,5036.751166666667
164,471,1,0,4182.1
739,869,1,1,11745.7025
101,757,1,1,8190.262666666666
277,523,1,0,5579.291666666666
257,0,0,0,0.0
699,854,1,0,6792.390952380952
78,511,1,1,3951.12
1075,1226,1,0,13148.31
121,0,0,0,0.0
945,558,1,0,4134.475
973,600,1,0,4506.211666666666
469,1333,1,1,10827.3
434,748,1,1,10082.5175
768,1180,1,0,10705.45
802,0,0,0,0.0
1110,0,0,1,0.0
800,539,1,0,5916.282500000001
1062,464,1,0,4387.28
6,448,1,0,3879.2875
992,856,1,1,8043.24
951,753,1,1,8602.084
366,941,1,1,12431.225
747,485,1,0,5152.929583333332
90,872,1,0,6520.355999999999
656,368,1,1,3295.035666666667
813,548,1,0,4892.33
249,584,1,1,6073.56594047619
51,515,1,0,6910.911357142857
489,618,1,0,6335.213000000001
469,1526,1,1,12071.065
533,913,1,0,8975.775
649,161,1,0,1413.3775
130,563,1,0,4783.651999999999
1074,449,1,0,4110.606500000001
507,0,0,0,0.0
991,639,1,1,6973.5830000000005
84,1342,1,1,12783.316666666668
466,949,1,1,10496.572142857143
107,0,0,0,0.0
679,1042,1,1,10139.975833333332
206,927,1,1,8405.606166666666
259,2591,1,0,11801.17
739,0,0,0,0.0
71,0,0,0,0.0
403,965,1,1,10819.3
12,590,1,0,4808.346523809524
1015,427,1,0,5291.715333333331
747,855,1,1,10321.500666666667
648,591,1,0,5657.2055
1012,598,1,1,8097.7975
647,0,0,0,0.0
1065,425,1,1,3867.2775
816,893,1,1,6096.291666666666
500,401,1,1,5322.053333333332
458,736,1,1,8423.177666666666
977,0,0,0,0.0
256,1249,1,0,8833.53
294,900,1,0,6523.3
90,1129,1,1,9502.93
562,2852,1,1,16991.85
1040,0,0,0,0.0
80,571,1,1,7653.690833333332
841,382,1,0,2597.8
802,538,1,0,6210.988
480,379,1,0,3165.973333333334
686,1018,1,1,8761.376666666667
333,1588,1,1,14258.93
819,541,1,0,5664.883333333332
405,379,1,0,3110.6366428571428
1051,1185,1,1,10620.545
835,0,0,0,0.0
381,1084,1,0,10223.13
848,0,0,0,0.0
345,563,1,1,5313.250666666667
70,0,0,0,0.0
197,0,0,0,0.0
614,1067,1,1,6993.73
270,1200,1,0,9042.275857142857
1097,2650,1,1,12389.59
81,644,1,1,8631.582999999999
1029,901,1,1,6927.010833333334
965,870,1,0,8479.435666666668
393,454,1,0,4077.7833333333338
225,637,1,1,6071.47
1085,501,1,0,4824.0935238095235
529,845,1,1,9908.213333333333
127,460,1,0,3698.085833333333
460,323,1,0,3354.0056666666665
432,0,0,0,0.0
598,629,1,0,5811.181666666667
642,0,0,1,0.0
608,1080,1,1,10661.31
124,550,1,0,4281.885
1099,1429,1,0,10684.52
767,539,1,0,4792.354746031746
390,1208,1,1,13808.184166666668
801,443,1,0,4002.2506666666663
618,402,1,0,5064.881642857143
565,923,1,1,7608.41
518,427,1,0,4219.181500000001
719,531,1,0,6186.76
306,419,1,0,3553.5905
1097,2072,1,0,7947.2
660,731,1,1,7997.739285714287
1005,1109,1,1,8141.81
656,0,0,0,0.0
256,0,0,0,0.0
848,658,1,1,5921.52
244,442,1,0,4071.0606666666663
287,839,1,1,8248.473293012543
524,859,1,0,7261.353857142856
1086,644,1,0,5073.71
8,0,0,0,0.0
861,426,1,0,2890.673
982,1011,1,1,13179.83
762,370,1,0,3283.5119999999997
1079,622,1,0,6915.056666666666
1029,804,1,1,6299.18
5,559,1,1,4828.888380952381
285,498,1,0,5382.9416666666675
8,0,0,0,0.0
672,1054,1,0,6848.056
913,1243,1,1,10051.605
570,390,1,0,2750.5802500000004
926,546,1,1,7717.777333333334
546,1872,1,1,17233.155
131,0,0,0,0.0
411,1129,1,1,12230.38
730,946,1,0,7099.134
721,756,1,0,7274.410285714283
84,0,0,0,0.0
764,487,1,1,4680.718
697,0,0,0,0.0
1113,664,1,0,5425.735
168,671,1,0,6006.275
68,1054,1,1,6553.066999999999
547,335,1,0,4197.399833333333
624,873,1,0,8774.110999999999
803,428,1,0,4874.32
900,513,1,0,5005.181
768,1121,1,0,9485.831333333334
400,1010,1,0,6447.730000000001
178,0,0,0,0.0
901,683,1,1,9058.541000000001
948,1713,1,1,6880.77
728,392,1,0,3979.2766666666666
783,652,1,1,6772.69
167,905,1,0,6919.6
85,1020,1,1,7790.386666666667
540,469,1,0,5885.501071428572
782,454,1,0,4475.001333333334
541,893,1,1,7539.52
679,905,1,0,7947.321000000001
454,795,1,1,6802.01
123,445,1,0,3711.631666666666
84,0,0,0,0.0
254,64,1,0,680.78
683,856,1,0,8201.808
1063,578,1,1,5032.95
882,815,1,0,6116.486999999999
311,926,1,1,8036.31
683,1273,1,0,7019.168567460319
483,980,1,1,9183.076666666668
442,0,0,0,0.0
1023,455,1,0,4074.8
520,301,1,0,2515.7253333333338
1027,1283,1,0,9282.19
274,1187,1,1,4878.48
873,0,0,0,0.0
956,603,1,1,4536.8445
464,1116,1,1,9914.843333333332
564,633,1,1,7850.245166666666
716,346,1,0,3679.3738333333326
527,1079,1,1,11837.245
213,0,0,0,0.0
599,0,0,0,0.0
585,0,0,0,0.0
162,0,0,0,0.0
751,609,1,1,4439.7370238095245
177,522,1,1,4210.296130952382
575,331,1,0,3219.442
1082,0,0,0,0.0
273,748,1,1,7803.764642857143
285,375,1,0,3551.5966666666664
867,389,1,0,3995.2317857142853
67,883,1,0,7838.09
909,0,0,0,0.0
892,1057,1,1,10606.41
808,0,0,0,0.0
924,302,1,0,3114.055
392,700,1,0,6937.48
445,1364,1,1,10408.308333333334
1042,0,0,0,0.0
1026,938,1,0,7167.7891666666665
891,832,1,0,5985.143166666668
724,664,1,1,6331.241500000001
578,941,1,0,8903.045
138,591,1,0,5605.275
101,589,1,0,5469.698333333334
637,0,0,1,0.0
107,0,0,0,0.0
226,695,1,1,7679.533333333334
880,0,0,0,0.0
325,473,1,0,4678.246904761905
891,0,0,0,0.0
795,448,1,0,4362.03
985,675,1,0,6320.2711666666655
980,0,0,0,0.0
349,0,0,0,0.0
329,0,0,0,0.0
273,844,1,1,9297.31
931,242,1,0,1727.7946666666667
298,570,1,0,6465.98
925,1305,1,1,8041.63
1047,517,1,0,4549.21
858,402,1,0,4400.329
161,769,1,0,6534.617626984127
928,0,0,0,0.0
532,0,0,0,0.0
822,633,1,1,8287.470333333333
1025,814,1,0,6362.053273088023
507,608,1,0,7158.0375
192,440,1,1,5991.672952380952
25,540,1,0,6008.14
195,1049,1,1,7993.936666666667
229,867,1,1,11147.17
749,858,1,1,7904.15
47,0,0,0,0.0
769,2295,1,0,8926.35
182,314,1,0,3607.0736428571413
761,0,0,0,0.0
23,352,1,0,3557.995
284,507,1,1,7254.553571428572
776,558,1,1,5214.274666666667
74,0,0,0,0.0
125,1401,1,0,9569.115
308,1086,1,0,9666.98
958,678,1,1,5268.8425
37,744,1,0,6737.27
1011,1103,1,0,8959.83
284,527,1,1,6543.401666666667
1021,1032,1,0,8890.957499999999
807,895,1,0,8644.55
399,0,0,0,0.0
831,1141,1,0,8392.82
971,1414,1,1,13418.943333333333
418,583,1,0,4714.283
216,0,0,0,0.0
741,773,1,0,6009.395333333333
38,330,1,0,2717.444166666666
707,1218,1,1,12370.476666666667
386,0,0,0,0.0
139,644,1,1,8708.958666666666
569,679,1,0,4433.992333333333
398,667,1,0,5561.405666666667
874,475,1,1,4356.145976190477
834,0,0,0,0.0
1042,0,0,0,0.0
198,293,1,0,1995.0016666666666
731,0,0,1,0.0
228,617,1,0,7314.910666666668
781,1021,1,1,8809.7
169,435,1,0,4197.126666666666
826,489,1,0,5716.756666666667
913,887,1,0,6321.811190476191
1028,492,1,0,3552.731666666666
390,923,1,0,9006.554666666669
974,1628,1,1,11671.742166666669
281,404,1,0,3902.39
972,381,1,0,2840.8423333333326
97,668,1,0,5621.111833333333
645,1395,1,1,11757.138119047617
454,956,1,1,9308.385
1108,661,1,0,5705.214499999999
994,576,1,1,6170.13
674,1306,1,1,10970.39
693,0,0,0,0.0
884,418,1,1,4060.575
1079,433,1,0,4998.0142857142855
979,0,0,0,0.0
168,431,1,0,4194.35
74,649,1,0,4611.003333333333
251,2151,1,0,15842.54
924,252,1,0,2508.27
781,0,0,0,0.0
882,0,0,1,0.0
1070,781,1,0,6009.623333333333
182,0,0,0,0.0
795,801,1,1,9059.454999999998
128,469,1,0,5490.942531746032
65,390,1,0,4467.126333333334
257,660,1,0,4941.425333333334
487,634,1,0,6367.566
538,396,1,0,2929.3035
1076,541,1,1,3857.73
542,521,1,0,5770.125
991,410,1,0,4322.18
493,721,1,0,6891.638202380955
690,1100,1,1,9328.2675
595,1485,1,0,11720.698499999997
827,1958,1,1,17301.75
21,665,1,1,7909.657500000001
943,0,0,0,0.0
239,376,1,0,3640.068333333333
566,0,0,0,0.0
1114,2912,1,0,17632.83
371,539,1,1,7231.135
962,1065,1,1,7123.225
1022,754,1,0,5921.324166666667
381,0,0,0,0.0
1108,628,1,1,6265.807404761904
53,0,0,0,0.0
355,0,0,0,0.0
589,460,1,1,4420.8034285714275
579,811,1,0,6730.322666666666
513,2116,1,1,19276.82
56,525,1,1,7749.466666666667
729,0,0,0,0.0
401,686,1,0,6583.313333333333
947,840,1,0,6182.14
42,1039,1,0,8967.173333333334
934,577,1,0,5061.385333333334
921,1481,1,1,13924.55
278,630,1,0,5581.544333333333
946,526,1,0,3943.0145714285713
457,0,0,0,0.0
66,551,1,0,6083.665357142856
380,1404,1,1,15297.38
965,721,1,0,6339.5725
976,390,1,0,3266.075
279,801,1,0,10535.41
911,871,1,0,8674.331333333334
362,1103,1,1,8636.115404761906
70,656,1,0,5778.17775
393,635,1,1,6539.08
852,580,1,0,4199.366166666667
151,597,1,0,5784.044833333334
6,494,1,0,4317.726500000001
43,609,1,0,6316.583666666668
68,1263,1,1,8347.68
541,802,1,0,5738.888333333333
59,233,1,0,2347.104
480,535,1,0,4004.1566666666663
629,641,1,0,6740.785666666667
578,560,1,0,5646.428833333332
1075,1048,1,0,10116.506666666668
466,925,1,1,10315.49
242,389,1,1,4588.344833333334
837,542,1,0,4115.3190476190475
223,821,1,1,8287.95
285,0,0,0,0.0
697,1109,1,1,12537.75
410,0,0,0,0.0
1114,3220,1,1,21187.96
254,223,1,0,2318.79
673,450,1,0,4902.926666666666
716,614,1,0,6055.858
487,0,0,0,0.0
815,845,1,0,7655.0
307,292,1,1,2851.27
787,1331,1,0,11828.55
955,305,1,0,2711.7775
538,796,1,1,6137.277500000001
535,855,1,0,6700.505333333332
48,453,1,1,4348.5325
525,598,1,1,7769.876166666666
263,347,1,0,3679.775
749,710,1,0,5581.573333333333
109,887,1,1,9195.495357142856
114,548,1,0,4610.372619047619
782,676,1,1,7580.527865079364
537,503,1,0,4092.9907619047626
243,0,0,0,0.0
478,807,1,1,8473.37
32,602,1,1,5591.103
252,655,1,0,7966.09
564,469,1,0,5046.564166666666
1109,663,1,1,7841.01
81,0,0,0,0.0
1050,516,1,0,6984.300833333335
768,0,0,0,0.0
743,198,1,0,1568.774
581,0,0,0,0.0
363,1106,1,1,8921.226
328,660,1,1,6215.6984999999995
521,432,1,1,5886.876309523809
371,459,1,0,5296.365773809525
333,1084,1,0,8160.98
819,0,0,0,0.0
199,0,0,0,0.0
1005,899,1,0,5534.61
40,0,0,0,0.0
489,611,1,0,5613.6433333333325
531,0,0,0,0.0
192,727,1,0,9636.308
533,1038,1,1,11807.854
942,388,1,0,4594.137333333334
1064,1121,1,0,9084.325714285715
935,598,1,1,6200.532000000001
943,0,0,0,0.0
343,671,1,1,7297.09
355,0,0,0,0.0
492,1306,1,0,8613.329
675,0,0,0,0.0
1005,988,1,0,5941.269357142857
273,1065,1,1,12612.28
795,0,0,0,0.0
1048,0,0,0,0.0
961,0,0,0,0.0
439,787,1,0,6132.411388888888
723,0,0,0,0.0
214,555,1,0,6757.538333333333
73,258,1,0,2565.6491666666666
1081,875,1,0,5179.51
569,700,1,0,4516.58
469,1126,1,0,8103.176333333334
40,713,1,1,5617.724452380953
670,697,1,0,6241.036
103,449,1,0,4891.740000000001
955,0,0,0,0.0
52,431,1,0,5976.928666666667
486,539,1,1,4566.286428571429
787,1250,1,1,11754.950333333332
442,610,1,0,5504.474333333334
31,523,1,0,4611.726000000001
822,583,1,0,7069.39
292,0,0,0,0.0
617,674,1,1,7235.850833333334
623,855,1,1,7471.479132034632
625,0,0,1,0.0
1022,923,1,1,9725.141666666666
945,548,1,1,4177.6046428571435
422,600,1,1,5786.303000000001
1066,1044,1,0,10386.477023809524
691,447,1,0,5302.3575
480,0,0,0,0.0
753,660,1,0,6803.284666666666
219,323,1,0,2461.54
902,617,1,1,4622.657666666667
382,0,0,0,0.0
1110,449,1,0,3566.309972222223
400,1150,1,0,7517.069
1108,524,1,0,4353.103
448,483,1,0,5549.8967889610385
115,560,1,1,7718.424166666667
823,637,1,1,6248.885
956,0,0,1,0.0
114,583,1,0,4818.952285714286
755,692,1,0,8016.412333333334
858,390,1,0,4131.141416666668
985,962,1,1,11179.84
440,587,1,1,5281.108833333333
226,592,1,0,5979.275753968255
553,584,1,0,6036.785
1077,570,1,1,5444.571333333333
1090,1056,1,1,9514.12
755,0,0,0,0.0
1044,605,1,0,4737.65
751,579,1,1,4458.755999999999
429,406,1,0,4577.563166666667
320,0,0,0,0.0
285,478,1,0,4870.704735930736
25,1622,1,0,11489.434904761903
15,792,1,1,8618.259166666667
81,458,1,0,5039.546666666667
367,468,1,0,4011.94088059163
994,0,0,0,0.0
801,0,0,1,0.0
1068,282,1,1,4095.8980238095232
1014,1431,1,0,11575.64
1105,482,1,1,4209.45
1019,741,1,1,8532.962
733,3214,1,0,13582.726
1011,775,1,0,6168.882357142858
572,521,1,0,5622.38426984127
243,839,1,0,5848.218166666667
1039,979,1,0,7483.2225
963,1074,1,0,10166.055555555555
659,880,1,1,7863.779253968254
535,0,0,0,0.0
808,341,1,0,3913.839166666666
635,555,1,0,4797.58
491,560,1,1,7654.139666666668
881,950,1,1,7625.7725
1106,592,1,0,5194.6393333333335
1115,391,1,0,5227.12
300,757,1,0,5462.342333333334
1038,451,1,0,5096.1119285714285
237,592,1,1,4499.9783333333335
176,671,1,1,5459.6066666666675
1064,800,1,0,6788.9875
242,292,1,0,3029.175238095237
742,1010,1,1,10589.916666666664
532,1341,1,1,11592.070714285714
321,604,1,0,6052.353
1066,0,0,0,0.0
308,911,1,1,9146.46
55,0,0,0,0.0
743,270,1,0,2331.8433333333332
782,497,1,0,5280.28
100,786,1,0,8519.171571428571
262,3077,1,0,16388.185
954,922,1,0,6500.178000000001
150,876,1,0,8651.941666666668
862,1394,1,1,11534.335
411,0,0,0,0.0
910,720,1,1,8923.854666666668
102,0,0,1,0.0
796,564,1,0,5614.44
627,622,1,1,6399.707666666666
314,802,1,1,7546.91
174,534,1,0,6475.603333333333
104,1280,1,1,10007.033833333333
189,0,0,0,0.0
717,658,1,1,6593.849333333334
299,503,1,1,4957.543333333333
864,401,1,0,2969.711666666666
140,0,0,0,0.0
171,0,0,0,0.0
552,608,1,0,5704.032880952382
802,0,0,0,0.0
1089,919,1,1,9199.494333333332
686,314,1,0,2428.5287619047626
84,1279,1,0,10507.693333333335
432,1491,1,0,9880.33
92,494,1,0,4790.4775
95,934,1,1,8433.506916666665
981,700,1,0,6501.949803030306
1061,429,1,0,5593.883214285714
929,679,1,0,5425.969499999999
389,793,1,0,6443.52
218,896,1,1,7268.939928571429
1099,1150,1,1,8562.59
972,158,1,0,1383.5302261904765
805,634,1,0,6437.295
645,1349,1,0,9949.62
141,694,1,1,7005.1225
270,1302,1,1,10557.03
599,852,1,1,9348.88026984127
674,0,0,0,0.0
952,0,0,0,0.0
924,386,1,0,3526.67
108,0,0,0,0.0
984,569,1,0,4012.9931904761906
803,441,1,0,4963.500761904763
457,458,1,0,5108.130857142857
92,533,1,0,5454.7553333333335
475,1005,1,1,6554.4475
164,865,1,1,8952.168
1034,319,1,0,2913.643333333333
821,837,1,1,7206.84
728,0,0,0,0.0
258,0,0,0,0.0
108,616,1,1,5928.388000000001
420,0,0,0,0.0
874,451,1,0,3611.46
308,0,0,0,0.0
339,850,1,0,7945.12
363,1081,1,1,8596.415
19,353,1,0,3811.1225
625,462,1,0,4214.68
638,656,1,1,8036.7965476190475
305,367,1,0,3141.45
450,0,0,0,0.0
306,0,0,0,0.0
1084,702,1,0,5023.0110476190475
1026,949,1,0,7014.2283333333335
1100,848,1,1,7365.49
151,589,1,0,5384.523333333333
359,555,1,0,6063.431666666667
211,1437,1,0,12100.65
114,649,1,1,6032.283714285714
1101,816,1,0,7101.381166666667
865,0,0,0,0.0
637,657,1,0,7831.021666666667
31,674,1,1,7485.268587301586
57,1020,1,0,10023.4
984,700,1,1,6097.046666666667
310,767,1,0,9321.42
735,509,1,0,4949.374999999999
458,0,0,0,0.0
462,270,1,0,2090.42
642,0,0,0,0.0
681,521,1,0,3456.521
296,0,0,0,0.0
1109,411,1,0,3996.4505422077914
323,632,1,0,6736.163333333333
23,384,1,0,3999.973952380952
918,497,1,0,4397.990833333333
718,828,1,0,6786.123333333333
339,586,1,0,4022.5375
439,906,1,1,7362.780333333333
155,0,0,0,0.0
526,1089,1,0,7506.48
1028,0,0,0,0.0
131,592,1,0,4926.357333333334
68,1124,1,1,7116.31
860,791,1,1,6988.727190476189
916,877,1,1,7160.665
916,575,1,0,4468.346500000001
87,0,0,0,0.0
759,746,1,0,6357.086297619047
382,529,1,0,5981.600357142856
434,639,1,1,7530.005
453,1436,1,1,12467.04
451,417,1,0,4580.672313492064
113,523,1,0,4917.647833333334
1097,2277,1,0,7980.749166666665
141,530,1,0,4078.265
393,596,1,1,6274.362246031746
1110,0,0,0,0.0
311,823,1,1,6688.6745833333325
1071,623,1,0,5160.093333333334
914,1007,1,0,7643.820738095238
601,387,1,1,5034.007999999999
15,668,1,1,7275.950500000001
38,544,1,1,6150.970666666666
1061,0,0,0,0.0
590,388,1,0,4601.670666666667
1047,0,0,0,0.0
201,409,1,0,4738.706666666666
361,678,1,1,7765.035500000003
602,0,0,0,0.0
552,1194,1,1,12103.84
337,438,1,1,5805.768333333333
300,0,0,0,0.0
293,991,1,1,8056.95
175,706,1,1,6469.891428571428
800,578,1,1,6614.635
833,496,1,1,5742.858
413,1070,1,1,9355.356666666667
1068,244,1,0,3330.9193968253967
364,595,1,0,4633.237833333333
622,265,1,0,2478.680476190476
1099,861,1,1,7443.235
483,806,1,1,6236.831999999999
864,713,1,1,5812.791619047621
612,0,0,0,0.0
259,1410,1,0,7127.45
794,488,1,1,2784.7633333333333
101,800,1,1,8165.929666666667
480,597,1,1,4960.265
112,693,1,1,5982.381666666667
442,499,1,0,4296.406666666667
1023,996,1,0,8664.42
182,376,1,1,4750.895
566,357,1,0,3110.592619047619
310,795,1,0,9126.010666666663
924,414,1,0,3923.0789999999997
1049,528,1,0,3601.702333333333
1111,603,1,1,7064.44
55,377,1,0,2854.25
152,396,1,0,3173.5166666666664
1042,474,1,0,3469.6148333333326
654,276,1,0,2599.7865
423,2626,1,0,16758.27
398,661,1,1,6593.21
497,1388,1,0,9386.93
86,625,1,0,4330.0216666666665
204,491,1,0,4762.240000000001
665,1495,1,1,9679.069
1008,598,1,0,4227.118571428571
336,2310,1,0,15886.45
955,527,1,0,4770.14369047619
1001,593,1,0,4322.392345238095
1049,757,1,1,5409.237666666666
757,673,1,1,8561.3
364,282,1,0,2319.11
937,762,1,0,8902.3
955,501,1,0,4915.98
1044,0,0,0,0.0
184,602,1,1,6675.724666666667
299,405,1,0,3655.7509523809526
896,1017,1,1,6796.7825
360,850,1,1,8159.938333333333
185,448,1,0,5081.291666666667
994,356,1,0,3134.820253968254
461,0,0,0,0.0
321,558,1,0,5610.684333333334
590,461,1,1,6547.420499999999
553,518,1,1,5729.658333333333
254,207,1,0,2141.557960317461
722,1369,1,1,8916.41
628,485,1,0,3736.0275
605,463,1,1,6748.8116666666665
1001,619,1,0,5021.509333333333
996,807,1,1,7910.610595238095
684,428,1,0,4548.492857142857
1033,1548,1,1,17137.225
832,606,1,0,6667.374166666667
151,644,1,0,6072.9980000000005
601,416,1,0,4883.556666666666
898,859,1,1,8029.796404761905
834,0,0,0,0.0
390,995,1,0,9862.628499999999
652,662,1,0,5882.386761904761
224,0,0,0,0.0
298,740,1,1,8970.68
1042,386,1,0,2614.77319047619
67,603,1,0,5395.7712619047625
686,805,1,1,6722.795500000002
790,862,1,0,9111.72
453,1139,1,1,9686.966333333334
307,307,1,1,2880.7306666666664
109,775,1,1,6871.439499999997
156,909,1,1,9500.99
499,710,1,1,4783.8595000000005
391,0,0,0,0.0
705,1108,1,1,9640.533333333333
388,1011,1,0,8827.027499999998
1095,0,0,0,0.0
782,552,1,1,6167.871952380952
625,571,1,0,5289.941952380952
1054,631,1,1,6335.95
668,0,0,0,0.0
767,669,1,1,7025.308333333333
589,0,0,0,0.0
